id,formation_energy_ev_natom,bandgap_energy_ev
1,0.2072480068122031,1.5477737052482754
2,0.06781743790449768,3.694216399500823
3,0.16180287232139054,3.55302132492733
4,0.025978874925169728,2.881142358492267
5,0.1504880390031066,1.5261653689694565
6,0.06859878359569467,4.4069741642768765
7,0.06692339552413859,3.236113787423315
8,0.12691470047842063,2.1640693805963753
9,0.06028739094489201,2.6147359772978396
10,0.24388922645199404,3.0540445635536364
11,0.17792488225459696,1.9345339169453055
12,0.09651466830533367,2.6939779792341922
13,0.32235513210726013,0.9157693054043976
14,0.14773835067320845,2.149301371764772
15,0.057797232404561166,0.9437157104207593
16,0.24922919718473524,3.6102620536020398
17,0.18859228519124976,1.7757461337092533
18,0.2131487191005131,2.421428996111422
19,0.35736009138049496,1.2957187666303243
20,0.1864714886784029,1.3518586785693174
21,0.08575419870867745,1.8034936784678224
22,0.14312103872406848,2.843378436298922
23,0.16393471303960774,1.8235265663835092
24,0.1718776113359029,3.180527930356097
25,0.025305409374932374,2.672320979696824
26,0.1587515079343586,1.013143180591455
27,0.2526884146754797,1.3161990073477075
28,0.21694046548470047,1.8832803240881344
29,0.11738117509276949,1.1600575214048987
30,0.22498540358602187,1.9969507587825226
31,0.24899732077944858,1.1537323802564983
32,0.13596799862399178,2.029204926800701
33,0.0995693414076778,1.621090422952279
34,0.17671304480424632,1.793590775911216
35,0.04114128032436641,0.92130707321297
36,0.2065858275945286,0.8249115927022366
37,0.16003832450554079,3.608498615454455
38,0.14200671287458067,1.4933811616074935
39,0.2429011999664902,2.0553742292810986
40,0.11328348482059633,3.2386497752977994
41,0.060076326988838254,3.9050163432221026
42,0.14646766613537684,3.172645521100323
43,0.05906137717809572,3.927292015113327
44,0.20488604008041827,1.3019072796588433
45,0.28507411154278556,0.6150546792619949
46,0.03749210587500432,4.032870472096212
47,0.20793690856275254,1.9064975835836717
48,0.25932144223429593,1.8971173954954765
49,0.2231339878102437,3.6090659453025182
50,0.12130046757137357,1.2516014402097364
