id,formation_energy_ev_natom,bandgap_energy_ev
1,0.0,1.8485429286956787
2,0.0,1.804553747177124
3,0.0,1.8074684143066406
4,0.0,1.8390777111053467
5,0.0,1.8441476821899414
6,0.0,1.8018625974655151
7,0.0,1.813133716583252
8,0.0,1.8537622690200806
9,0.0,1.8440918922424316
10,0.0,1.8185466527938843
11,0.0,1.8328920602798462
12,0.0,1.829689383506775
13,0.0,1.803049921989441
14,0.0,1.8052520751953125
15,0.0,1.8193039894104004
16,0.0,1.8039647340774536
17,0.0,1.84177565574646
18,0.0,1.8418855667114258
19,0.0,1.8084322214126587
20,0.0,1.841145396232605
21,0.0,1.852115273475647
22,0.0,1.8194239139556885
23,0.0,1.8398703336715698
24,0.0,1.810373306274414
25,0.0,1.8471851348876953
26,0.0,1.847488522529602
27,0.0,1.8403053283691406
28,0.0,1.8090381622314453
29,0.0,1.8745052814483643
30,0.0,1.8069764375686646
31,0.0,1.8086857795715332
32,0.0,1.8290767669677734
33,0.0,1.858760118484497
34,0.0,1.8387792110443115
35,0.0,1.8228542804718018
36,0.0,1.8236258029937744
37,0.0,1.8074872493743896
38,0.0,1.8445335626602173
39,0.0,1.838761329650879
40,0.0,1.8213597536087036
41,0.0,1.8049129247665405
42,0.0,1.809468388557434
43,0.0,1.8049129247665405
44,0.0,1.8379738330841064
45,0.0,1.8332936763763428
46,0.0,1.8004759550094604
47,0.0,1.8389794826507568
48,0.0,1.7991148233413696
49,0.0,1.801954984664917
50,0.0,1.8854820728302002
51,0.0,1.823007583618164
52,0.0,1.862551212310791
53,0.0,1.840057134628296
54,0.0,1.8004387617111206
55,0.0,1.7932989597320557
56,0.0,1.7932989597320557
57,0.0,1.8414068222045898
58,0.0,1.8014299869537354
59,0.0,1.8506827354431152
60,0.0,1.799997329711914
61,0.0,1.805192470550537
62,0.0,1.84011709690094
63,0.0,1.8034709692001343
64,0.0,1.8008989095687866
65,0.0,1.8075642585754395
66,0.0,1.8459665775299072
67,0.0,1.813133716583252
68,0.0,1.8416986465454102
69,0.0,1.801406741142273
70,0.0,1.8029203414916992
71,0.0,1.8519331216812134
72,0.0,1.8390443325042725
73,0.0,1.855402946472168
74,0.0,1.8732481002807617
75,0.0,1.84122896194458
76,0.0,1.8032233715057373
77,0.0,1.8052499294281006
78,0.0,1.809462070465088
79,0.0,1.8406453132629395
80,0.0,1.8398480415344238
81,0.0,1.8213597536087036
82,0.0,1.8071317672729492
83,0.0,1.8389241695404053
84,0.0,1.8121201992034912
85,0.0,1.8213597536087036
86,0.0,1.8117098808288574
87,0.0,1.8167266845703125
88,0.0,1.8428099155426025
89,0.0,1.8074086904525757
90,0.0,1.805373191833496
91,0.0,1.805974006652832
92,0.0,1.8230094909667969
93,0.0,1.8416517972946167
94,0.0,1.8687350749969482
95,0.0,1.813133716583252
96,0.0,1.8034597635269165
97,0.0,1.8381249904632568
98,0.0,1.850293755531311
99,0.0,1.8526397943496704
100,0.0,1.7932989597320557
101,0.0,1.8610131740570068
102,0.0,1.8004759550094604
103,0.0,1.8403058052062988
104,0.0,1.8078255653381348
105,0.0,1.8048962354660034
106,0.0,1.8074086904525757
107,0.0,1.807657241821289
108,0.0,1.8417927026748657
109,0.0,1.8415634632110596
110,0.0,1.8394904136657715
111,0.0,1.838586688041687
112,0.0,1.8374828100204468
113,0.0,1.8405910730361938
114,0.0,1.801375389099121
115,0.0,1.8053162097930908
116,0.0,1.8371055126190186
117,0.0,1.7932989597320557
118,0.0,1.8375552892684937
119,0.0,1.8416517972946167
120,0.0,1.8412907123565674
121,0.0,1.836492657661438
122,0.0,1.8035824298858643
123,0.0,1.8228542804718018
124,0.0,1.796392798423767
125,0.0,1.825995922088623
126,0.0,1.815329909324646
127,0.0,1.8507964611053467
128,0.0,1.8051581382751465
129,0.0,1.807816743850708
130,0.0,1.7932989597320557
131,0.0,1.8068114519119263
132,0.0,1.8016473054885864
133,0.0,1.813133716583252
134,0.0,1.8436837196350098
135,0.0,1.8330299854278564
136,0.0,1.8396294116973877
137,0.0,1.8347232341766357
138,0.0,1.8375552892684937
139,0.0,1.8348584175109863
140,0.0,1.8411891460418701
141,0.0,1.8209869861602783
142,0.0,1.8079944849014282
143,0.0,1.8008989095687866
144,0.0,1.8173320293426514
145,0.0,1.8070878982543945
146,0.0,1.8049006462097168
147,0.0,1.8313764333724976
148,0.0,1.802809238433838
149,0.0,1.8416306972503662
